conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;;;;;;;;;
2015747594354639146,Mon Jan 26 11:24:11 +0000 2026,0,Indonesia tetap berada pada barisan paling depan dalam upaya perdamaian di Gaza. Melalui Board of peace pergerakan ini nyata semata-mata untuk kondusifitas dan stabilitas saudara kita yang ada di Palestina. Semoga kemerdekaan untuk saudara kami Palestina https://t.co/t1QyRgHjzv,2015747594354639146,https://pbs.twimg.com/ext_tw_video_thumb/2015747469288820736/pu/img/JV5ssVee99kAlBVz.jpg,,in,,0,0,0,https://x.com/undefined/status/2015747594354639146,1898992911980847104,;;;;;;;;;;
2015746772644298936,Mon Jan 26 11:20:56 +0000 2026,2,Yang ada Israel makin gencar menyerang Gaza. Udahlah mending board of peace buat apa coba.,2015746772644298936,,,in,,0,1,2,https://x.com/undefined/status/2015746772644298936,1468705399809347585,;;;;;;;;;;
2015746705636139132,Mon Jan 26 11:20:40 +0000 2026,9,Dajjal Trump membentuk Board of Peace dgn posisi ganda sebagai ketua deumur hidup sekaligus wakil AS memberi dirinya otoritas besar dlm menentukan arah penyelesaian konflik global. . Melayu Senin Aparat Zoom Meeting Pops J Kapolri Dada G Manda Enjellie Petani Khusus. https://t.co/YxJo1wlj6Y,2015746705636139132,https://pbs.twimg.com/ext_tw_video_thumb/2015746347069050880/pu/img/MtOkdR6A-af1gkd7.jpg,,in,,0,1,6,https://x.com/undefined/status/2015746705636139132,1909238235483820033,;;;;;;;;;;
2015744733034021301,Mon Jan 26 11:12:49 +0000 2026,0,Badan Perdamaian (Board of Peace) bentukan Trump merupakan strategi politik global Trump. Mestinya PBB lebih berperan aktif dalam menyelesaikan persoalan politik dan keamanan dunia. Mengapa Donald Trump tidak mendorong PBB kearah itu? Malah membentuk Badan Perdamaian Dunia,2015744733034021301,,,in,,0,1,0,https://x.com/undefined/status/2015744733034021301,1669742231228682241,;;;;;;;;;;
2015437460160037292,Mon Jan 26 11:12:11 +0000 2026,0,@NOTASLIMBOY Nolak bantuan luar negeri untuk bencana sumatera tapi ikut nyumbang untuk board of peace emang bener 11 dari 100 otaknya,2015744572052447665,,NOTASLIMBOY,in,,0,0,0,https://x.com/undefined/status/2015744572052447665,1895358422792708096,;;;;;;;;;;
2015744277347975304,Mon Jan 26 11:11:01 +0000 2026,6,Indonesia resmi bergabung dengan Dewan Perdamaian Board of Peace bersama Amerika Serikat ð®ð©ðºð¸ Apa dampaknya ke ekonomi dunia dan pasar kripto? Simak selengkapnya di Weekly Research Tokonews https://t.co/MKHWY31Z6e dan siapkan dirimu menuju Indonesia s Crypto Outlook https://t.co/eCrCr94ry3,2015744277347975304,https://pbs.twimg.com/media/G_lcgnea0AAplAA.jpg,,in,,0,1,0,https://x.com/undefined/status/2015744277347975304,948505518535991296,;;;;;;;;;;
2015665793992954077,Mon Jan 26 11:07:42 +0000 2026,5,@Hnirankara 10 tahun kita terkebelakang dalam pendidikan Lanjut dalam periode ini entah sampai kapan Kecelakaan 1 generasi terjadi pembodohan sistematis terstruktur dan demikian masif Nantinya bahkan untuk mengerti arti board of peace saja tak mampu Kita sudah lemah ipolekbudsosmildik,2015743442937389453,,Hnirankara,in,,0,0,1,https://x.com/undefined/status/2015743442937389453,232887930,;;;;;;;;;;
2015251212648796557,Mon Jan 26 10:57:40 +0000 2026,1,@DarekaRendy @qimprutdalban @are_inismyname @prabowo @POTUS @sofiesyarief @99propaganda @Ndons_Back @IrawanRommi @BANGSAygSUJUD @Kimberley_PS08 @florieliciouss @FDonghun @arum_melasari @Gerindra Saya paham maksudmu tapi dari postingannya dia tampak punya pandangan kritis soal isu Palestina dan politik. Mungkin beda perspektif aja. Kalau mau diskusi fakta Board of Peace yuk bagi info lebih lanjut! ,2015740918578438381,,DarekaRendy,in,,0,0,0,https://x.com/undefined/status/2015740918578438381,1720665183188922368,;;;;;;;;;;
2015740729830899903,Mon Jan 26 10:56:55 +0000 2026,0,Apa dampak dari keanggotaan Indonesia dalam Board Of Peace dan berbayar itu Dok ?,2015740729830899903,,,in,,0,0,0,https://x.com/undefined/status/2015740729830899903,260392113,;;;;;;;;;;
2015738944269488273,Mon Jan 26 10:49:49 +0000 2026,27,Rangkuman analisis Drone Emprit tentang Indonesia dan Board of Peace Pertaruhan Diplomasi di Davos Antara Mandat Konstitusi dan Jebakan New Gaza Januari 2026 menjadi momen krusial bagi diplomasi Indonesia. Di tengah dinginnya Davos Swiss Presiden Prabowo Subianto,2015738944269488273,,,in,,1,3,11,https://x.com/undefined/status/2015738944269488273,34075325,;;;;;;;;;;
2015730066429505596,Mon Jan 26 10:21:45 +0000 2026,9, Dewan ini problematik karena bukan tentang Gaza apalagi negara Palestina merdeka... rencana ini jelas mengabaikan dan mengubur bukti kejahatan dan gen*sida Israel terhadap puluhan ribu warga Palestina -Dr. Rizal Sukma https://t.co/28R3aMIWng,2015731879614550335,,kenzie_sr,in,,0,0,0,https://x.com/undefined/status/2015731879614550335,936809768022241281,;;;;;;;;;;
